TrialNumber,NumberOfRows,NumberOfColumns,NumberOfPlots,FieldSize,NAProportion,NAMaximumClusterSize,NAMeanClusterSize,NANumberClusters,NAProportionMaximumClusterSize,NAProportionMeanClusterSize,NAProportionNumberClusters,Simulated_GRFTypePatch0,Simulated_GRFsigmaPatch0,Simulated_GRFrhorPatch0,Simulated_GRFrhocPatch0,Simulated_GRFphiPatch0,Simulated_GRFTypePatch1,Simulated_GRFsigmaPatch1,Simulated_GRFrhorPatch1,Simulated_GRFrhocPatch1,Simulated_GRFphiPatch1,Simulated_BFSimulatedPatches,Estimated_TimeTree,Estimated_NumberOfPatchesIdentified,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesIdentified,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesIdentified,Estimated_TimeIdentification,Estimated_NumberOfPatchesLocalAuthenticated,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesLocalAuthenticated,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesLocalAuthenticated,Estimated_TimeLocalAuthentication,Estimated_NumberOfPatchesLocalVerified,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesLocalVerified,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesLocalVerified,Estimated_TimeLocalVerification,Estimated_IterationsLocal,Estimated_NumberOfPatchesGlobalAuthenticated,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesGlobalAuthenticated,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesGlobalAuthenticated,Estimated_TimeGlobalAuthentication,Estimated_NumberOfPatchesGlobalVerified,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesGlobalVerified,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesGlobalVerified,Estimated_TimeGlobalVerification,Estimated_IterationsGlobal,Estimated_NumberOfPatchesFinalAuthenticatedAnecdotal,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedAnecdotal,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedAnecdotal,Estimated_TimeFinalAuthenticationAnecdotal,Estimated_NumberOfPatchesFinalVerifiedAnecdotal,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedAnecdotal,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedAnecdotal,Estimated_TimeFinalVerificationAnecdotal,Estimated_IterationsFinalAnecdotal,Estimated_NumberOfPatchesFinalAuthenticatedModerate,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedModerate,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedModerate,Estimated_TimeFinalAuthenticationModerate,Estimated_NumberOfPatchesFinalVerifiedModerate,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedModerate,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedModerate,Estimated_TimeFinalVerificationModerate,Estimated_IterationsFinalModerate,Estimated_NumberOfPatchesFinalAuthenticatedStrong,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedStrong,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedStrong,Estimated_TimeFinalAuthenticationStrong,Estimated_NumberOfPatchesFinalVerifiedStrong,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedStrong,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedStrong,Estimated_TimeFinalVerificationStrong,Estimated_IterationsFinalStrong,Estimated_NumberOfPatchesFinalAuthenticatedVerystrong,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedVerystrong,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedVerystrong,Estimated_TimeFinalAuthenticationVerystrong,Estimated_NumberOfPatchesFinalVerifiedVerystrong,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedVerystrong,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedVerystrong,Estimated_TimeFinalVerificationVerystrong,Estimated_IterationsFinalVerystrong,Estimated_NumberOfPatchesFinalAuthenticatedDecisive,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedDecisive,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalAuthenticatedDecisive,Estimated_TimeFinalAuthenticationDecisive,Estimated_NumberOfPatchesFinalVerifiedDecisive,Similarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedDecisive,OracleSimilarity_SimulatedTwoPatchesVerified_vs_EstimatedPatchesFinalVerifiedDecisive,Estimated_TimeFinalVerificationDecisive,Estimated_IterationsFinalDecisive
Trial70,4,12,48,48,0.25,10.0,6.0,12,0.2083333333333333,0.125,0.25,IID,9.071792790627192,0.0,0.0,0.0,AR1rc,17.26482130903031,0.97256064293135,0.3807631511157626,0.0,15.60788174472484,182.2626661285758,2,0.9791666666666666,0.9791666666666666,0.027546212077083965,2,0.9791666666666666,0.9791666666666666,35.34321741200992,2,0.9791666666666666,0.9791666666666666,0.01239979825911064,1,2,0.9791666666666666,0.9791666666666666,69.71777722612018,2,0.9791666666666666,0.9791666666666666,0.013247696682867627,1,2,0.9791666666666666,0.9791666666666666,71.59985634312034,2,0.9791666666666666,0.9791666666666666,0.019611220806837082,1,2,0.9791666666666666,0.9791666666666666,72.18798605725169,2,0.9791666666666666,0.9791666666666666,0.019088082015514374,1,2,0.9791666666666666,0.9791666666666666,74.44603558629751,2,0.9791666666666666,0.9791666666666666,0.019467085599899292,1,2,0.9791666666666666,0.9791666666666666,78.18664190918207,2,0.9791666666666666,0.9791666666666666,0.02086217701435089,1,2,0.9791666666666666,0.9791666666666666,65.08892015367746,2,0.9791666666666666,0.9791666666666666,0.01720007136464119,1
Trial41,16,4,64,64,0.0625,2.0,1.3333333333333333,4,0.03125,0.0208333333333333,0.0625,AR1c,12.0580070435965,0.0,0.8167224232011967,0.0,AR1rcp,8.00207270505054,0.3591285874707452,0.488529777857873,1.405669235879036e-07,3.792474220427408,161.9468538686633,2,0.796875,0.796875,0.0415114127099514,2,0.796875,0.796875,8.953351903706789,2,0.796875,0.796875,0.010757042095065117,1,2,0.796875,0.796875,27.570988431572914,2,0.796875,0.796875,0.012553008273243904,1,2,0.796875,0.796875,23.3357467725873,2,0.796875,0.796875,0.01896696910262108,1,1,0.671875,0.671875,13.807370815426111,1,0.671875,0.671875,0.05908256024122238,1,1,0.671875,0.671875,14.301854759454727,1,0.671875,0.671875,0.049371980130672455,1,1,0.671875,0.671875,15.878814589232206,1,0.671875,0.671875,1.3899094052612782,1,1,0.671875,0.671875,11.914976384490728,1,0.671875,0.671875,0.042066659778354776,1
Trial45,9,13,117,117,0.1025641025641025,10.0,4.0,12,0.0854700854700854,0.0341880341880341,0.1025641025641025,IID,13.47892258394551,0.0,0.0,0.0,AR1rcp,11.67626198675668,0.999999,0.9891258300936404,0.5810053326871998,15.423329662815092,878.8887926917523,8,0.2991452991452992,0.8205128205128205,0.24449737556278706,7,0.376068376068376,0.8205128205128205,1251.7652270849794,8,0.3504273504273504,0.8461538461538461,0.834132319316268,1,6,0.5213675213675213,0.8461538461538461,3999.4271503370255,6,0.5213675213675213,0.8461538461538461,1.269032634794712,1,2,0.7435897435897436,0.7435897435897436,2656.8721022754908,2,0.7435897435897436,0.7435897435897436,0.3390323966741562,1,2,0.7435897435897436,0.7435897435897436,2766.3730664365,2,0.7435897435897436,0.7435897435897436,0.3813450746233684,1,2,0.7435897435897436,0.7435897435897436,2761.6703450754285,2,0.7435897435897436,0.7435897435897436,0.351227480918169,1,2,0.7435897435897436,0.7435897435897436,3304.854848731309,2,0.7435897435897436,0.7435897435897436,0.48997096717357635,1,2,0.7435897435897436,0.7435897435897436,2815.926151715219,2,0.7435897435897436,0.7435897435897436,0.3936122693121433,1
Trial44,8,8,64,64,0.03125,1.0,1.0,2,0.015625,0.015625,0.03125,IID,19.64023332584989,0.0,0.0,0.0,AR1cp,6.864623949453714,0.0,0.999999,1.164292021556051,21.04283098152157,199.93669142574072,5,0.421875,0.84375,0.080766791477771,4,0.65625,0.953125,619.9080550316721,4,0.75,0.953125,0.01788274757564068,2,3,0.765625,0.9375,493.29793973453343,3,0.765625,0.9375,0.0177606213837862,2,2,0.9375,0.9375,189.64442742615933,2,0.9375,0.9375,1.6211101748049828,1,2,0.9375,0.9375,227.2459877058864,2,0.9375,0.9375,1.8843833468854143,1,2,0.9375,0.9375,207.48118779063225,2,0.9375,0.9375,1.7619956023991108,1,2,0.9375,0.9375,246.55374780669808,2,0.9375,0.9375,3.147421419620514,1,2,0.9375,0.9375,218.0737030878663,2,0.9375,0.9375,1.8389221467077732,1
Trial49,9,12,108,108,0.0092592592592592,1.0,1.0,1,0.0092592592592592,0.0092592592592592,0.0092592592592592,AR1rc,8.647264683820346,0.2398157223609693,0.6337990208633159,0.0,AR1c,6.933563384914048,0.0,0.7871137622188082,0.0,9.370259596954796,579.4922963194549,6,0.4907407407407407,0.8611111111111112,0.3570134788751602,4,0.5462962962962963,0.8425925925925926,3187.909658938646,5,0.4351851851851852,0.8148148148148149,0.017701994628168904,3,4,0.3518518518518518,0.7314814814814814,2561.5791036747396,4,0.3518518518518518,0.7314814814814814,0.01781630702316761,2,2,0.8240740740740741,0.8240740740740741,1970.936268649996,2,0.8240740740740741,0.8240740740740741,0.015855439006372762,2,2,0.8240740740740741,0.8240740740740741,1297.558025792241,2,0.8240740740740741,0.8240740740740741,0.016500446945201475,2,2,0.8240740740740741,0.8240740740740741,1296.3313869424164,2,0.8240740740740741,0.8240740740740741,0.016098294407129288,2,2,0.8240740740740741,0.8240740740740741,1305.7886418923736,2,0.8240740740740741,0.8240740740740741,0.014124348759651184,2,2,0.8240740740740741,0.8240740740740741,1191.6137089692056,2,0.8240740740740741,0.8240740740740741,0.012110378593206406,2
Trial15,16,8,128,128,0.0546875,2.0,1.4,7,0.015625,0.0109375,0.0546875,AR1rcp,9.839948425954084,0.2473840425564644,0.7754653607367762,0.9469575948530252,AR1rc,18.31459082663045,0.916499126553097,0.9344837709812678,0.0,53.679561381465135,1172.5502994805574,7,0.3515625,0.859375,0.2090548574924469,4,0.7578125,0.9453125,5368.690254388377,3,0.7890625,0.9453125,0.01726127602159977,4,3,0.7890625,0.9453125,1803.301294716075,3,0.7890625,0.9453125,32.447436494752765,1,2,1.0,1.0,1467.2233112342656,2,1.0,1.0,0.015103742480278015,2,2,1.0,1.0,1536.2511209733784,2,1.0,1.0,0.014413710683584213,2,2,1.0,1.0,1507.7906636074183,2,1.0,1.0,0.01635142415784685,2,2,1.0,1.0,1546.585784520954,2,1.0,1.0,0.014924068003892899,2,2,1.0,1.0,1450.498142953962,2,1.0,1.0,0.015812579542398453,2
Trial34,26,8,208,208,0.1346153846153846,9.0,2.5454545454545454,28,0.0432692307692307,0.0122377622377622,0.1346153846153846,IID,11.58352469854089,0.0,0.0,0.0,IID,4.507400433549265,0.0,0.0,0.0,25.558518777772207,3303.330722339452,10,0.3461538461538461,0.903846153846154,0.3455966357128091,8,0.4086538461538461,0.903846153846154,7236.560182383284,9,0.4086538461538461,0.903846153846154,1.2307728789746761,1,6,0.5384615384615384,0.9375,17439.185969071463,6,0.5384615384615384,0.9375,0.020439878113393206,2,2,0.9134615384615384,0.9134615384615384,5274.897055294365,2,0.9134615384615384,0.9134615384615384,0.015466257930711436,2,2,0.9134615384615384,0.9134615384615384,5584.380706187338,2,0.9134615384615384,0.9134615384615384,0.01416834071278572,2,2,0.9134615384615384,0.9134615384615384,5339.972856443375,2,0.9134615384615384,0.9134615384615384,0.014106862246990204,2,2,0.9134615384615384,0.9134615384615384,5934.393798455596,2,0.9134615384615384,0.9134615384615384,0.029287908226251602,2,2,0.9134615384615384,0.9134615384615384,5368.5983110927045,2,0.9134615384615384,0.9134615384615384,0.01383894681930542,2
Trial60,5,12,60,60,0.2,11.0,6.0,12,0.1833333333333333,0.1,0.2,AR1rp,11.6550703110913,0.9746321122391512,0.0,0.3414352528574464,AR1r,16.91072695111243,0.99990208955557,0.0,0.0,76.22235959785564,72.25780045241117,4,0.6666666666666667,0.9333333333333332,0.22951152734458447,4,0.6666666666666667,0.9333333333333332,78.29965204559267,4,0.6666666666666667,0.9333333333333332,0.017589053139090538,1,3,0.9,0.9833333333333332,176.64442960172892,3,0.9,0.9833333333333332,0.012569418177008629,2,2,1.0,1.0,84.7124502286315,2,1.0,1.0,0.015806883573532104,2,2,1.0,1.0,84.48966833204031,2,1.0,1.0,0.012449454516172409,2,2,1.0,1.0,89.3790009059012,2,1.0,1.0,0.014270603656768799,2,2,1.0,1.0,94.31775663048028,2,1.0,1.0,0.015685103833689595,2,2,1.0,1.0,78.78785985335708,2,1.0,1.0,0.011808782815933228,2
Trial92,9,12,108,108,0.0277777777777777,1.0,1.0,3,0.0092592592592592,0.0092592592592592,0.0277777777777777,IID,12.52345216602376,0.0,0.0,0.0,AR1rc,8.610796804675472,0.3180475960564027,0.3557587565324427,0.0,8.765568657510755,507.1294540390372,5,0.4166666666666666,0.75,4.110372254624963,4,0.4537037037037037,0.7407407407407407,1222.4178716335446,5,0.4166666666666666,0.7777777777777778,0.015136579051613808,2,3,0.6574074074074074,0.8055555555555556,2037.9045302141458,3,0.6574074074074074,0.8055555555555556,18.899975728244044,2,2,0.7407407407407407,0.7407407407407407,860.527227435261,2,0.7407407407407407,0.7407407407407407,0.013687275350093842,2,2,0.7407407407407407,0.7407407407407407,887.2289322465658,2,0.7407407407407407,0.7407407407407407,0.01652630791068077,2,2,0.7407407407407407,0.7407407407407407,1215.5082961581647,2,0.7407407407407407,0.7407407407407407,0.015712015330791473,2,2,0.7407407407407407,0.7407407407407407,1279.052399802953,2,0.7407407407407407,0.7407407407407407,0.015985168516635895,2,2,0.7407407407407407,0.7407407407407407,1104.2557477876544,2,0.7407407407407407,0.7407407407407407,0.013756189495097715,2
Trial36,18,4,72,72,0.2638888888888889,8.0,2.111111111111111,19,0.1111111111111111,0.0293209876543209,0.2638888888888889,AR1c,10.3350643352358,0.0,0.8167636175760109,0.0,AR1rcp,12.44230247610033,0.999999,0.7010383879321829,1.843392180033074,35.54881091468323,196.4996126703918,4,0.6666666666666667,0.9861111111111112,0.12553396821019192,4,0.6666666666666667,0.9861111111111112,64.05893177539113,3,0.6805555555555556,0.9444444444444444,0.014397213235497475,1,2,0.9027777777777778,0.9027777777777778,189.56276928819716,2,0.9027777777777778,0.9027777777777778,0.01246109232300796,2,2,0.9027777777777778,0.9027777777777778,126.4088641628623,2,0.9027777777777778,0.9027777777777778,0.04675525799393654,1,2,0.9027777777777778,0.9027777777777778,89.81584469974041,2,0.9027777777777778,0.9027777777777778,0.02062990888953209,1,2,0.9027777777777778,0.9027777777777778,94.25983744859695,2,0.9027777777777778,0.9027777777777778,0.018794573843479156,1,2,0.9027777777777778,0.9027777777777778,85.97737166658044,2,0.9027777777777778,0.9027777777777778,0.021512888371944427,1,2,0.9027777777777778,0.9027777777777778,95.42491339147092,2,0.9027777777777778,0.9027777777777778,0.018840614706277847,1
Trial87,6,8,48,48,0.0416666666666666,1.0,1.0,2,0.0208333333333333,0.0208333333333333,0.0416666666666666,AR1rc,10.70453183727102,0.3915587409798565,0.6879299177662261,0.0,IID,8.61230409155597,0.0,0.0,0.0,5.662655878340587,144.71648221835494,3,0.7291666666666667,0.8541666666666666,0.05837088264524937,3,0.7291666666666667,0.8541666666666666,48.18237535096705,3,0.7291666666666667,0.8541666666666666,0.01380748488008976,1,2,0.7916666666666666,0.7916666666666666,182.3991701956839,2,0.7916666666666666,0.7916666666666666,0.010300502180996318,3,2,0.7916666666666666,0.7916666666666666,53.5694814324379,2,0.7916666666666666,0.7916666666666666,0.03872522339225526,1,2,0.7916666666666666,0.7916666666666666,40.05377306044102,2,0.7916666666666666,0.7916666666666666,0.02203290164471383,1,2,0.7916666666666666,0.7916666666666666,40.70496608316898,2,0.7916666666666666,0.7916666666666666,0.0203961543738842,1,2,0.7916666666666666,0.7916666666666666,41.14008662104607,2,0.7916666666666666,0.7916666666666666,0.019714906811707067,1,2,0.7916666666666666,0.7916666666666666,34.77025993168354,2,0.7916666666666666,0.7916666666666666,0.015879668295383453,1
Trial76,9,7,63,63,0.0952380952380952,1.0,1.0,6,0.0158730158730158,0.0158730158730158,0.0952380952380952,AR1r,14.11797656563317,0.7500000000000007,0.0,0.0,AR1r,11.62815729070183,0.95364936149087,0.0,0.0,21.90640096743015,111.92078813165426,4,0.5873015873015873,0.7936507936507937,0.09755176492035389,2,0.8253968253968254,0.8253968253968254,118.53347736410791,2,0.8253968253968254,0.8253968253968254,0.010783690959272008,3,2,0.8253968253968254,0.8253968253968254,43.612155923619866,2,0.8253968253968254,0.8253968253968254,0.012429876253008842,1,2,0.8253968253968254,0.8253968253968254,46.551902424544096,2,0.8253968253968254,0.8253968253968254,0.019948910921812057,1,2,0.8253968253968254,0.8253968253968254,39.054686799645424,2,0.8253968253968254,0.8253968253968254,0.020858481526374817,1,2,0.8253968253968254,0.8253968253968254,39.519527927041054,2,0.8253968253968254,0.8253968253968254,0.02042115479707718,1,2,0.8253968253968254,0.8253968253968254,41.177440751343966,2,0.8253968253968254,0.8253968253968254,0.024077024310827255,1,2,0.8253968253968254,0.8253968253968254,39.03441560268402,2,0.8253968253968254,0.8253968253968254,0.019395023584365845,1
Trial91,9,12,108,108,0.0555555555555555,2.0,1.2,6,0.0185185185185185,0.0111111111111111,0.0555555555555555,IID,4.732707930562558,0.0,0.0,0.0,IID,8.140570168588368,0.0,0.0,0.0,15.261312362025592,426.1901459228248,7,0.4259259259259259,0.925925925925926,0.04991148784750976,3,0.5092592592592593,0.8703703703703703,1927.032491285354,6,0.5185185185185186,0.9722222222222222,0.015832012518785632,3,4,0.6111111111111112,0.8888888888888888,2020.257501104847,4,0.6111111111111112,0.8888888888888888,0.01599138230085373,2,2,0.9814814814814816,0.9814814814814816,1444.8097022622824,2,0.9814814814814816,0.9814814814814816,0.014881737530231476,2,2,0.9814814814814816,0.9814814814814816,919.0807479210198,2,0.9814814814814816,0.9814814814814816,0.01528432592738227,2,2,0.9814814814814816,0.9814814814814816,865.3389525599778,2,0.9814814814814816,0.9814814814814816,0.015357941389083862,2,2,0.9814814814814816,0.9814814814814816,872.1268819049001,2,0.9814814814814816,0.9814814814814816,0.054376013576984406,2,2,0.9814814814814816,0.9814814814814816,846.9491364099085,2,0.9814814814814816,0.9814814814814816,0.012674067169427872,2
Trial74,5,12,60,60,0.35,12.0,3.0,21,0.2,0.05,0.35,AR1r,6.169183046477258,0.6269245211758384,0.0,0.0,IID,9.265731341376274,0.0,0.0,0.0,3.177768698724485,76.83974645286798,3,0.65,0.8166666666666667,0.1463146172463894,2,0.7833333333333333,0.7833333333333333,66.45883736945689,3,0.7,0.85,0.011477131396532059,2,2,0.6833333333333333,0.6833333333333333,78.97699999064204,2,0.6833333333333333,0.6833333333333333,0.011433759704260638,2,2,0.6833333333333333,0.6833333333333333,27.78076323866844,2,0.6833333333333333,0.6833333333333333,0.020098716020580554,1,2,0.6833333333333333,0.6833333333333333,27.599978625774384,2,0.6833333333333333,0.6833333333333333,0.023343998938798904,1,2,0.6833333333333333,0.6833333333333333,29.25260731205344,2,0.6833333333333333,0.6833333333333333,0.022376958280805326,1,2,0.6833333333333333,0.6833333333333333,31.16216272115708,2,0.6833333333333333,0.6833333333333333,0.02278010174631362,1,2,0.6833333333333333,0.6833333333333333,24.613955549895763,2,0.6833333333333333,0.6833333333333333,0.016695749014616013,1
Trial24,9,7,63,63,0.3492063492063492,5.0,2.4444444444444446,22,0.0793650793650793,0.0388007054673721,0.3492063492063492,AR1rcp,7.352621412782171,0.516908818539852,0.7745342163158241,0.5087089055059699,AR1rcp,12.7330929474142,0.9226432163726748,0.4062017897130784,0.6834731292925212,13.49806512419267,88.38778957910836,3,0.8095238095238095,0.9365079365079364,0.08887454681098461,3,0.8095238095238095,0.9365079365079364,29.843501495197415,3,0.7936507936507937,0.873015873015873,0.015236226841807365,1,2,0.873015873015873,0.873015873015873,35.16452654451132,2,0.873015873015873,0.873015873015873,0.0958720464259386,1,2,0.873015873015873,0.873015873015873,41.71414078772068,2,0.873015873015873,0.873015873015873,0.0291382297873497,1,2,0.873015873015873,0.873015873015873,32.24052667990327,2,0.873015873015873,0.873015873015873,0.022732239216566086,1,2,0.873015873015873,0.873015873015873,32.46784633770585,2,0.873015873015873,0.873015873015873,0.019156962633132935,1,2,0.873015873015873,0.873015873015873,34.077420353889465,2,0.873015873015873,0.873015873015873,0.024654950946569443,1,2,0.873015873015873,0.873015873015873,31.632739413529634,2,0.873015873015873,0.873015873015873,0.017717618495225906,1
Trial57,12,5,60,60,0.2333333333333333,5.0,1.5555555555555556,14,0.0833333333333333,0.0259259259259259,0.2333333333333333,AR1c,15.82282265121162,0.0,0.8834179245036751,0.0,IID,14.3995146570849,0.0,0.0,0.0,19.38677380887478,160.16807419620454,2,0.8666666666666667,0.8666666666666667,0.0503013264387846,2,0.8666666666666667,0.8666666666666667,17.30912408232689,2,0.8666666666666667,0.8666666666666667,0.012096067890524864,1,2,0.8666666666666667,0.8666666666666667,43.56283305771649,2,0.8666666666666667,0.8666666666666667,0.01406883820885696,1,2,0.8666666666666667,0.8666666666666667,59.3581867814064,2,0.8666666666666667,0.8666666666666667,0.02031508833169937,1,2,0.8666666666666667,0.8666666666666667,41.82718314602971,2,0.8666666666666667,0.8666666666666667,0.018948260694742203,1,2,0.8666666666666667,0.8666666666666667,45.76423602923751,2,0.8666666666666667,0.8666666666666667,0.02042820304632187,1,2,0.8666666666666667,0.8666666666666667,46.35940929874778,2,0.8666666666666667,0.8666666666666667,0.03251009061932564,1,2,0.8666666666666667,0.8666666666666667,48.59589241072536,2,0.8666666666666667,0.8666666666666667,0.020700976252548742,1
Trial79,11,16,176,176,0.1420454545454545,7.0,1.6666666666666667,25,0.0397727272727272,0.0094696969696969,0.1420454545454545,IID,17.54013017203757,0.0,0.0,0.0,AR1r,10.46366234018272,0.7122110475698584,0.0,0.0,19.6633451173168,865.878762319684,11,0.4772727272727273,0.9090909090909092,1.8090365715324879,11,0.4772727272727273,0.9090909090909092,3674.857336724177,11,0.3806818181818182,0.931818181818182,0.12074425630271435,1,5,0.5681818181818181,0.8352272727272727,8735.721239587292,5,0.5681818181818181,0.8352272727272727,0.02089550718847022,3,2,0.7727272727272727,0.7727272727272727,1000.749533429742,2,0.7727272727272727,0.7727272727272727,0.012401655316239157,3,2,0.7727272727272727,0.7727272727272727,1057.070618405938,2,0.7727272727272727,0.7727272727272727,0.014305047691095751,3,2,0.7727272727272727,0.7727272727272727,983.2285982444882,2,0.7727272727272727,0.7727272727272727,0.013813003897780618,3,2,0.7727272727272727,0.7727272727272727,957.7248158045112,2,0.7727272727272727,0.7727272727272727,0.01394071429979249,3,2,0.7727272727272727,0.7727272727272727,1019.2462999038398,2,0.7727272727272727,0.7727272727272727,0.01741741225134774,3
Trial10,8,16,128,128,0.078125,1.0,1.0,10,0.0078125,0.0078125,0.078125,AR1rc,7.384407741125526,0.6343640735308409,0.5992933029464192,0.0,AR1rcp,12.7330929474142,0.9226432163726748,0.4062017897130784,0.6834731292925212,54.280990631528965,659.992577439174,9,0.375,0.890625,0.3007046803832054,5,0.5234375,0.890625,3056.2901508249347,8,0.390625,0.890625,0.017275167628667987,2,4,0.5390625,0.8984375,2296.027496518567,4,0.5390625,0.8984375,0.016345473006367683,2,2,0.9140625,0.9140625,923.4468864388764,2,0.9140625,0.9140625,0.014647867530584335,2,2,0.9140625,0.9140625,913.983919877559,2,0.9140625,0.9140625,0.012914642691612244,2,2,0.9140625,0.9140625,861.1019942462444,2,0.9140625,0.9140625,0.01455797627568245,2,2,0.9140625,0.9140625,974.3100675791502,2,0.9140625,0.9140625,0.015118669718617639,2,2,0.9140625,0.9140625,1504.1990563124418,2,0.9140625,0.9140625,0.01586344465613365,2
Trial86,6,12,72,72,0.1805555555555555,2.0,1.3,13,0.0277777777777777,0.0180555555555555,0.1805555555555555,AR1c,7.100502702461576,0.0,0.9073716257957588,0.0,IID,17.5194382620402,0.0,0.0,0.0,50.70513490081456,112.67709509469567,4,0.5972222222222222,0.8611111111111112,0.09734741598369112,4,0.5972222222222222,0.8611111111111112,53.09053522348404,4,0.5972222222222222,0.8611111111111112,0.014471611008048058,1,3,0.7361111111111112,0.9444444444444444,225.32202358730137,3,0.7361111111111112,0.9444444444444444,7.073416098952293,2,2,1.0,1.0,98.43643156439066,2,1.0,1.0,0.0155407153069973,2,2,1.0,1.0,102.47824415937066,2,1.0,1.0,0.013969656080021764,2,2,1.0,1.0,104.49203595146535,2,1.0,1.0,0.014664627611651326,2,2,1.0,1.0,108.4181571304798,2,1.0,1.0,0.015505976974978353,2,2,1.0,1.0,87.54802630469203,2,1.0,1.0,0.010129321366548538,2
Trial58,5,10,50,50,0.18,8.0,4.5,9,0.16,0.09,0.18,IID,4.941772349382705,0.0,0.0,0.0,AR1c,6.919461635496229,0.0,0.7092841785332604,0.0,0.2737285417642638,72.3787509649992,3,0.56,0.8200000000000001,0.06254205852746964,3,0.56,0.8200000000000001,32.60191589407623,3,0.56,0.8200000000000001,0.013907814398407936,1,2,0.64,0.64,124.19875638745725,2,0.64,0.64,0.009563073515892029,3,2,0.64,0.64,16.41942046955228,2,0.64,0.64,0.018690455704927444,1,2,0.64,0.64,16.860122058540583,2,0.64,0.64,0.020246852189302444,1,2,0.64,0.64,17.321927435696125,2,0.64,0.64,0.020567450672388077,1,2,0.64,0.64,18.60937876626849,2,0.64,0.64,0.03813520073890686,1,2,0.64,0.64,14.906415816396477,2,0.64,0.64,0.015402216464279306,1
Trial13,9,7,63,63,0.0793650793650793,1.0,1.0,5,0.0158730158730158,0.0158730158730158,0.0793650793650793,AR1rc,8.678195980590008,0.6012409509402559,0.8784796100598641,0.0,IID,9.7510679212032,0.0,0.0,0.0,35.1119392966463,346.3428359217942,5,0.4761904761904761,0.9047619047619048,0.09946197271347046,5,0.4761904761904761,0.9047619047619048,209.31943086534739,5,0.4761904761904761,0.9047619047619048,0.01601274311542511,1,4,0.4761904761904761,0.8095238095238095,1011.0176951549947,4,0.4761904761904761,0.8095238095238095,0.015148747712373734,2,2,1.0,1.0,744.979318048805,2,1.0,1.0,0.01640903577208519,2,2,1.0,1.0,555.5792930573225,2,1.0,1.0,0.014965470880270004,2,2,1.0,1.0,574.4070823714137,2,1.0,1.0,0.014769822359085083,2,2,1.0,1.0,587.35643036291,2,1.0,1.0,0.014300480484962463,2,2,1.0,1.0,556.2959786355495,2,1.0,1.0,0.012369636446237564,2
